userName,Review,Rating
Margaret Colvin,I had a problem scanning the passport page and finally entered the info manually.,4
A Google user,would be nice to be able to navigate through entries and not have to go through all the entries all the time.,3
Mahesh Parab,Application doesnt record the exemptions given by the border agents to the fully vaccinated travelers with negative test at the port of entry. The daily reminders in tandem with email and automated phone calls to exempt travelers is confusing. This Silo working of the the application doesn't provide seamless experience to the travelers and fails the purpose the application is supposed to serve.,1
Rob Bowns,"Your latest update forces the pdf information links (exempt travel) from the gov't website to be opened only by the app, and cannot be zoomed or saved. (android)",1
JK,Too many variables. Cannot add correct info. App not friendly.,3
Partha Biswas,Good,4
Michael Sweeney,Dreadfully couldn't enter passport details app kept crashing!!!,1
ian mercer,"Much improved since it's inception. Use it regularly, 2-3 times per month.",4
Karenys Cuicas,Great,5
Aurélien Demont,Working without any problem.,5
D.K,"UX is great, stability - not so much. The app is minimal, so it's surprising that it fails so frequently. Several times during my quarantine the app would fail to process my data : I get signed in, answer the question then get a pop up ""SignIn failed"" and the app reverts to the screen where you have to enter your arrival info. If I restart the app - same story. The only ""solution"" is to re-install the app and submit again or call-in. The next morning the app may or may not work again",3
Malia Mazzei,easy to use,5
Joseph Jethro SEREME,Assez simple,4
Gurmeet Kaur,Easy to use.... good app.,5
Caylin Allison,Allow use on rooted devices!,1
Robert Willis,excellent app,5
Bharathi Somasundaram,"easy, quick and fast. Excellent",5
Pierre Desautels,very easy to use. thorough. well designed. thank you,5
Ricardo Liu lau,As of 6/9 it seems the app isn't updated to reflect that vaccinated foreigners will be able to enter Canada on the 7th. I'll try again tomorrow,4
Audrey Fairchild,Very easy app to use.,5
Khaled Abdelwahab,Gov of CANADA called today. This app gives misleading information which is different than the border agent!!,1
Judy Arnall,Password too complicated,1
No Nome,Can't change the password Useless!,1
Denise PEARSON,"easy to follow and complete, perfect",5
Mionah Abbassi Larsen,"Very simple and fast. FYI: quarantine plan be at a hotel, just pick the one you would book in case you would have to quarantine and input that address. if proof of both vaccines are in one document then just upload that one for both dose 1 and dose 2 documentation (it says so on Canada's government website) You can't add another traveller to this after submission.",5
Eric Galvez,fast and easy,5
Samuel Magill,A bit difficult to know if quarantine plan is needed. Also to update. Must log out.,3
K. Ali Pardhan,"I, a published android app developer, who runs a non ""standard"" android OS (which is free and open for all), can't run this app. I can do banking, but can not use this app. This couldn't have went very bad for me. Thankfully I'm polite and have a very technical background. Thank God I'm a Canadian citizen by birth. I consider being forced to use particular technology cruel and oppressive. I should be able to use my device with the software and admin access I wish to. Surely I'm compedent.",1
Andy Ying,passport scanning isn't good,3
Scott Ashton,over informs with useless information. under informs on important information. not clear enough for its purpose. the purpose is important and necessary. unfortunately the airlines are acting as border protection and not leaving the job for the professionals. the app itself is easy enough to use. integrates with camera and easy to put in documentation.,3
Emmanuel Jimenez Nuñez,A+,5
Daniela Kimura,Im trying to download since a few days ago and never finish to download,1
pramod gulia,Not able to download this application. Getting downloaded upto 77% and then downloadinggets cancelled. Tried on other device as well bjt this persists.,1
Steve Benitah,Cannot view receipt offline What is the point of this if I cannot show the receipt at the customs without internet? Why isn't it stored in the app if it was done an hour prior?. I had to shuffle around at the customs to get an internet connection from the airport just to show the receipt number.,1
K D,The app is not yet updated for foreign travelers entering (on or after Sept. 7th) Canada. Only US resident can be chosen.,3
Rob Mossman,"good app except it doesn't know what 72 hours is. not sure what timezone it was using, but had to wait a few more hours before it would accept my submission",3
MA Rastegari,Overall it's ok .,4
Pablo Miguel Arango,Easy to use very complete,5
Iradj Mehrmanesh,"Overall the App is great. The regular website seems to not coordinate with the App. If you are already registered, the App is the way to go close to your arrival. If not registered, you have to apply much earlier to get approval.",4
Ismael Umaña,Excellent website,5
Brian & Laura Lee Wilson,"Easy, clear instructions for gaining permission to enter Canada.",4
Darren Harrold,Canada's government policies are trash,1
mohamad ali gharat,Perfectly working,5
R. D.,Clear and easy to navigate! It will save time at customs! Like the app!,5
Brian Beatty,very well designed mobile app.,5
Andlat,"Nice UI and the instructions are pretty clear. However, my submission failed 4 times before I was able to submit the form. Error code: PF-200",4
Robert haimsohn,Terrible,1
Karyn Faryna,terrible.,1
Patrick Weitemeyer,"easy to fill in, this is a good thing to speed up Canada immigrations. Thank you.",5
Aimee Moller,stupid app that took forever to work. gave cryptic error message. thought I was going to get stranded overseas or forced to quarantine unnecessarily when I returned.,1
Margarita Pochy,The app doesn't warn the mandatory need of PCR test. It only said to speak with border agent.,2
